iknow00001	CES(消費性電子展)：自動駕駛系統(Autonomous System)
iknow04291	折疊式手機(Foldable Phone)：蘋果(Apple, Inc.)：智慧型手機(Smartphone)：iPhone折疊機
iknow04292	車用晶片：晶片短缺：台積電(TSMC)：半導體在地化：半導體供應鏈
iknow04293	臺灣：重點產業：人力：人才供需調查
iknow04294	臺灣：製造業：研發費用：台積電
iknow04295	歐盟：碳配額(carbon allowances)：碳邊境稅(carbon border tax)：碳關稅
iknow04296	鴻海：國巨：合資策略聯盟：國瀚半導體：小IC：MOSFET：SiC：二極體：電動車：MIH：數位醫療：機器人
iknow04297	IBM：2奈米：晶片製程：晶圓代工：GAA：電晶體：半導體製程
iknow04298	日本政府：產學合作：量子技術：量子通信：量子密碼
iknow04299	韓國：半導體本土化：汽車微控制器(MCU)：32奈米：三星電子：Telechips：代工：車用晶片
iknow04300	COVID-19疫苗：下一代疫苗：口服：噴劑：製藥商：實驗室
iknow04301	日本電產(Nidec)：電動車馬達：逆變器：電動車(EV)：電動車零組件：鴻海MIH聯盟
iknow04302	半導體產業(Semiconductor Industry)：化合物半導體(Compound Semiconductor)：Imec：Aixtron：氮化鎵半導體(GaN semiconductor)：SiC：高電壓：MOCVD：台積電
iknow04303	半導體產業(Semiconductor Industry)：半導體製造(Semiconductor Manufacturing)：晶片短缺(Chip Shortage)：汽車半導體(Auto Semiconductor)：成熟製程
iknow04304	自動駕駛車(Autonomous Vehicle)：汽車晶片(Auto Chip)：福斯汽車(Volkswagen)：自駕車晶片自主設計
iknow04305	格羅方德(GlobalFoundries)：量子電腦(Quantum Computer)：矽光子(Silicon Photonics)：PsiQuantum：量子位元(Qubits)：量子晶片代工
iknow04306	6G：行動通訊網路(Mobile Communication)：蜂巢式網路(Cellular Network)：人工智慧(AI)：機器學習(ML)：THz通信
iknow04307	全球半導體缺貨：長週期：成熟製程：台積電：GaN：SiC：電動車：第三代半導體：化合物半導體
iknow04308	電動車(Electric Vehicle)：電動車電池(EV Battery)：無質量儲存(Massless Storage)：碳纖維電池：結構電池(Structural Batteries)
iknow04309	南洋理工大學(Nanyang Technological University)：植物感測器：植物機器人：水凝膠(hydrogel)：植物電信號：農業監測
iknow04310	記憶體產業(Memory Industry)：磁阻式隨機存取記憶體(Magnetoresistive RAM：MRAM)：STT-MRAM(Spin-Transfer-Torque MRAM)
iknow04311	碳中和：清潔能源技術：礦物資源：礦物供應鏈：稀土：電動車電池
iknow04312	歐盟：歐盟產業策略(EU Industrial Strategy)：COVID-19疫後復甦：數位轉型：綠色轉型：歐盟單一市場韌性：技術依賴
iknow04313	觸控IC控制器：義隆電子：匯頂科技：專利侵權訴訟：內蒙古古呼和浩特市中級人民法院
iknow04314	半導體嚴重短缺：DRAM：控制定價：反壟斷：集體訴訟(class-action lawsuit)：三星：美光(Micron)：SK海力士(SK Hynix)
iknow04315	美國半導體聯盟(SIAC)：國會遊說：政府補貼：台積電：聯發科：半導體：拜登大基建
iknow04316	南韓：半導體供應鏈：稅收減免政策：吸引外資：半導體供應鏈在地化：K-半導體戰略：三星
iknow04317	貿易統計：進出口
iknow04318	量子科技：量子電腦：量子感測：量子太空通信：國家政策
iknow04319	歐盟：德國製造：量子電腦：量子計算(Quantum Computing)：降低技術依賴
iknow04320	鴻海威州：MIH：電動車製造：Fisker：低價電動車
iknow04321	HyBlend：電動車(Electric Vehicle)：燃料電池電動車(Fuel Cell electric vehicle：FCEV)：燃料電池(Fuel Cells)：氫燃料電池(Hydrogen Fuel Cells)：氫能源(Hydrogen Energy)
iknow04322	大數據分析(Big Data Analytics)：健康大數據(Big Data in Healthcare)：人工智慧(AI)：COVID-19
iknow04323	半導體產業(Semiconductor Industry)：化合物半導體(Compound Semiconductor)：氮化鎵功率器件(GaN Power Device)：氮化鎵(GaN)：智慧型手機：GaN充電器
iknow04324	英特爾(Intel)：量子電腦(Quantum Computer)：量子位元(Qubits)：CMOS：QuTech：Horse Ridge：低溫控制處理器：Deutsch-Jozsa演算法
iknow04325	晶圓廠(Wafer Fab)：半導體供應鏈：版圖變化：半導體供應鏈重組：晶圓廠產能：IC產能：補貼政策：台灣：南韓：美國：中國
iknow04326	O-RAN：5G：華為：5G基地台：開放標準：愛立信：諾基亞
iknow04327	人工智慧(AI)：自動駕駛車(Autonomous Vehicle)：LiDAR：AI邊緣運算(AI Edge Computing)
iknow04328	中國A股：政府補助：上市企業：企業補貼
iknow04329	智慧城市：亞太區智慧城市大獎(SCAPA)：COVID-19：數位化
iknow04330	智慧家庭標準：智慧家庭(Smart Home)：人工智慧(AI)：亞馬遜(Amazon.com)：蘋果(Apple, Inc.)：谷歌(Google)：Matter
iknow04331	Gogoro：PBGN：電池交換系統：中國：電池交換能源網路：大長江：雅迪
iknow04332	Sonos：德國勝訴：Google：揚聲器：禁售令：Chromecast：Google Cast：專利侵權
iknow04333	中國：量子電腦：超導量子位元(Superconducting qubit)：量子隨機漫步(Quantum walk)：潘建偉：祖沖之號
iknow04334	日本製紙工業公司 (Nippon Paper Industries)：纖維素奈米纖維(cellulose nanofibers：CNF)：高性能電池：取代稀有金屬：電動車：再生能源
iknow04335	半導體製程：1奈米：晶圓：晶片：鉍(Bi)：二維材料：氦離子束微影系統(Helium-ion beam lithography)
iknow04336	可充電水泥基電池(Rechargeable Concrete-based Battery)：鐵為陽極：鎳為陰極：永續能源
iknow04337	谷歌(Google)：量子電腦(Quantum Computer)：量子位元(Qubits)：量子AI(Quantum AI)：100萬Qubits：糾錯機制
iknow04338	藍牙5.1模組：NINA-B4：IoT：網狀網路：定位與無線通訊
iknow04339	騰訊：遊戲開發：Supercell：Gree：免費增值(freemium)：專利侵權
iknow04340	JAXA：Kajima：遠程控制：月球表面：無人駕駛工程車
iknow04341	三星：半導體願景2030：半導體產業：投資計畫
iknow04342	台灣：製造業：經濟復甦
iknow04343	脫碳經濟：二氧化碳：凈零排放路線圖：能源路線圖：減碳：可再生能源：純電動汽車：減碳新技術
iknow04344	中歐：東歐：國家科技發展策略：量子科技：歐盟量子旗艦計劃(EU Quantum Flagship )：EuroQCI
iknow04345	台灣：外銷訂單
iknow04346	氫氣：運輸船：液態氫：綠色能源
iknow04347	BlueOvalSK：跨國合資策略：美國製造：電動車(Electronic Vehicle)：電動車電池(EV Battery)：福特(Ford)：SK Innovation：
iknow04348	半導體產業(Semiconductor Industry)：半導體製造(Semiconductor Manufacturing)：歐盟(European Union)
iknow04349	供應鏈在地化：供應鏈重組：半導體產業：國家戰略
iknow04350	供應鏈重組：半導體：COVID-19疫苗：量子科技：B5G：6G：太空科技：AI：核子工業：美韓高峰會：KORUS
iknow04351	穿戴式裝置(Wearable Device)：智慧健康手錶(Smart health watches )：心電圖檢查(ECG)：血壓機(Blood Pressure Monitor)：COVID-19
iknow04352	普思電子(Pulse Electronics, Inc.)：湧德電子(U.D. Electronic Corp.)：整合式連接器模組 ICM(integrated connector module)：帳單地址(Bill to Address)：送貨地址(Shipped to Address)：網路連接器：專利侵權
iknow04353	擴增實境(AR)：AR頭戴式裝置(AR Headset)：人工智慧(AI)：Snapchat：AR眼鏡(AR Glasses)
iknow04354	日本：半導體發展藍圖：供應鏈在地化：供應鏈重組：美日合作
iknow04355	半導體產業(Semiconductor Industry)：石墨烯(Graphene)：量子點：影像感測器(Image Sensor)：自動駕駛車(Autonomous Vehicle)：CMOS：Autovision
iknow04356	台灣：工業生產
iknow04357	低軌道衛星(LEO Satellite)：衛星通訊(Satellite communications)：歐盟委員會(European Commission)：歐盟(European Union)：B5G：6G
iknow04358	南韓：半導體產業：稅收減免政策：8吋晶圓廠：晶圓代工
iknow04359	美國商務部：Gina Raimondo：半導體產業：新晶片廠
iknow04360	電動車：電動車基礎設施：美國：加州：拜登基建計畫：經濟復甦計畫
iknow04361	台積電：前進日本：索尼：合資設廠：40奈米：20奈米：晶圓代工
iknow04362	全球IC半導體：IC半導體營收：台積電：聯發科
iknow04363	美國拜登政府：加州：大型海上風電計畫：清潔能源
iknow04364	特斯拉：Luminar：合作測試：LiDAR：自動駕駛系統
iknow04365	數位轉型(Digital Transformation)：COVID-19：雲端運算(Cloud Computing)
iknow04366	全球個人電腦出貨量：PC市場：個人電腦(PC)
iknow04367	記憶體市場：DRAM：NAND
iknow04368	國際半導體產業協會(SEMI)：全球8吋晶圓廠(Global 200mm Fab)：晶圓廠投資：晶圓代工
iknow04369	國際機器人協會(IFR)：全球機器人研發計畫
iknow04370	量子計算(Quantum Computing)：量子技術投資：QCIaaS：QCPaaS：QCSaaS
iknow04371	量子電腦：量子網路：量子數據機(Quantum Modem)：QphoX：量子新創
iknow04372	歐洲太空總署(European Space Agency)：月球衛星網路：月光(Moonlight)：美國太空總署：LunaNet：月球探路者(Lunar Pathfinder)：月球導航：月球衛星網路：月球探索
iknow04373	BillJCo：非實施專利實體(NPE)：蘋果：iBeacon：低功耗藍牙(BLE)：專利侵權訴訟
iknow04374	拜登：美中貿易談判：第一階段協議：戴琪(Katherine Tai)：劉鶴
iknow04375	人工智慧(AI)：IC設計(IC Design)：摩爾定律(Moore’s Law)：半導體(Semiconductor)：機器學習(Machine Learning)
iknow04376	半導體產業(Semiconductor Industry)：化合物半導體(Compound Semiconductor)：RF GaN：氮化鎵(GaN)：格芯(Globalfoundries)：矽基氮化鎵(GaN-on-Si)：晶圓代工：5G
iknow04377	智慧家庭(Smart Home)：作業系統(OS)：谷歌(Google)：Fuchsia OS：安卓(Android)：Chrome OS：智慧型手機(Smartphone)
iknow04378	電動車(Electric Vehicle)：燃料電動車(Fuel Cell electric vehicle：FCEV)：燃料電池(Fuel Cells)：氫燃料電池(Hydrogen Fuel Cells)
iknow04379	COVID-19：深度學習AI(Deep-Learning AI)：機器學習(Machine Learning)：人工智慧(AI)：
iknow04380	三星：索尼：台積電：CMOS影像感測器：CIS：智慧型手機：車用晶片
iknow04381	日本產經省(METI)：台積電：晶片製造技術：3DIC材料：半導體供應鏈
iknow04382	前十大晶圓代工：晶圓代工產值：台積電：聯電
iknow04383	飛行車(Flying Car)：飛行計程車(Air Taxis)：載客無人機(Passenger Drone)：eVTOL(electric vertical takeoff and landing)
iknow04384	跨國聯盟：G7：全球晶片供應鏈：供應安全：半導體：稀土原料：COVID-19疫苗
iknow04385	鴻海：MIH：泰國國家石油：PTT：電動車開放平台：電動車(EV)
iknow04386	台積電：技術論壇：4奈米：N5A
iknow04387	法國：人工智慧：拯救小型企業：COVID-19：紓困計畫
iknow04388	電動車(Electric Vehicle)：固態電池(Solid-State Battery)：電池電動車(Battery EV)：豐田(Toyota)：日本(Japan)
iknow04389	歐洲：EuroQCI：Satellite Quantum Communications Consortium：Arqit：量子加密：衛星量子通信
iknow04390	台灣金融科技發展：金融科技：第三方資料管理：風險管理：純網銀：開放銀行：數位轉型：資安風險：法遵科技
iknow04391	全球半導體設備：SEMI：韓國：台灣：中國
iknow04392	美光：176層NAND：SSD：UFS3.1：車用終端：記憶體
iknow04393	愛立信(Ericsson)：三星電子：華為：全球專利授權協議：授權費率：5G：LTE：標準必要專利(SEPs)
iknow04394	戴姆勒：諾基亞：專利權利金：標準必要專利：LTE：行動通訊技術
iknow04395	韓國：央行數位貨幣(CBDC)：數位貨幣：個人資料保護：測試計畫
iknow04396	美國總統拜登：華為：中國軍工企業：投資禁令：證券投資：美中貿易戰
iknow04397	經濟脫碳：綠色轉型：氣候變遷：半導體供應鏈重組：採購戰略：物聯網智慧節能控制系統(iSystem)：台積電：豐田汽車
iknow04398	Aevum：Ravn X：無人機：太空新創：太空發射服務：物流服務
iknow04399	英國太空署(UK Space Agency)：OneWeb：衛星網路：SatixFy：波束跳躍(beam-hopping)：Joey-Sat：太空碎片清除
iknow04400	晶圓代工(Foundry)：半導體產業(Semiconductor Industry)：台積電(TSMC)：英特爾(Intel)：美國(USA)
iknow04401	電動車(Electric Vehicle)：電動車電池(EV Battery)：鋰離子電池(Lithium-ion Battery)
iknow04402	電動車(EV)：無線充電(Wireless Charging)：氮化鎵(GaN)：Qi(無線充電標準)
iknow04403	德國聯邦議院：自動駕駛車：Level 4：自駕計程車(Robotaxi)：自駕送貨車
iknow04404	機器人(Robot)：人工智慧(AI)：自動駕駛車(Autonomous Vehicle)：新創公司(Startup)：Realtime Robotics
iknow04405	APEC：貿易部長會議：新冠肺炎疫苗：COVID-19：貿易壁壘：疫苗智財權豁免
iknow04406	IDC：個人電腦(PC)：台灣PC市場：COVID-19：電腦顯示器
iknow04407	人工智慧(AI)：5G：無伺服器運算(Serverless Computing)：機器人(Robotics)：生物辨識(Biometrics)：擴增實境(AR)：虛擬實境(VR)：區塊鏈(Blockchain)：自然語言處理(Natural language processing)：量子運算(Quantum Computing)：物聯網(IoT)
iknow04408	加重損害賠償(increased damages)：專利所有權讓渡(assignment)：專利侵權(Infringement)：美國創新與競爭法(US Innovation and Competition Act)：NPE：國土安全：智財權
iknow04409	半導體產業(Semiconductor Industry)：IC設計(IC Design)：創投(Venture Capital)：人工智慧(AI)：新創公司(Startups)
iknow04410	使命創新計畫2.0(Mission Innovation 2.0)：可再生能源：清潔能源：綠電：清潔氫氣：綠色能源轉型：零排放航運：比爾蓋茲
iknow04411	韓國：氫能：燃料電池：加氫站
iknow04412	類比IC：半導體市場：類比IC銷售：德州儀器：亞德諾半導體
iknow04413	日本：歐盟：疫苗護照：數位驗證：COVID-19
iknow04414	拜登：100天關鍵供應鏈審查：供應鏈：半導體：稀土：貿易：電動車電池：不公平貿易：美中貿易戰
iknow04415	拜登總統：美國：開放投資：美國參議院：美國創新和競爭法案(the U.S. Innovation and Competition Act)：振興美國製造業：供應鏈在地化
iknow04416	歐盟：突破能源組織(Breakthrough Energy)：永續能源：淨零排放：綠色轉型：可再生能源：綠色轉型
iknow04417	歐盟疫苗護照：COVID-19：數位認證：跨境旅行
iknow04418	隱私(Privacy)：WWDC 2021：蘋果(Apple)：作業系統(OS)：人工智慧(AI)：iPhone
iknow04419	EV GROUP：次世代步進重複奈米壓印微影系統：微縮化：擴增實境波導管：生物醫學晶片
