PG11009-0073	志願服務
PC11007-4089	選擇性靶向：藥物支架：血管內膜增生：血管再阻塞：血管內皮細胞：血管平滑肌細胞
PB11007-7282	退化性膝關節炎：生物力學：肌筋膜症候群：類神經網路：全場位移應變量測：肌肉勁度：經皮電刺激
PC11007-4133	山羊：黃體細胞：顆粒細胞：超微結構：電子斷層：連續切片：初代培養：粒線體：類固醇生合成
PB11007-7284	流體化床結晶：化學過氧沉澱：鎳系化學處理法：電混凝：排煙脫硫廢水
PC11007-4085	奈米反應器：腫瘤缺氧微環境：化學動力治療：免疫治療：乳癌：轉移
PC11007-4120	平腦症：中心體：微絲：微管：動蛋白：神經移行：癲癇症：神經遺傳學：智能障礙：發展遲緩：細胞骨架
PF11007-4592	障礙者家庭：智能與發展障礙：智能障礙：自閉症：腦性麻痺：照顧：家庭照顧：家庭照顧者：未來規劃：未來規劃支持方案：家庭系統理論：家庭互動：照顧任務：身心障礙研究：雙老家庭：三老家庭：障礙者參與研究：線上服務：混合形式服務：遠距醫療：家庭支持
PC11007-4071	氣喘發作：嗜中性白血球：轉錄體學：生物標記：預測模型
PW11006-0005	物聯網：防洪運轉：無人機：牡丹水庫
PW11006-0006	石門水庫：進水口：潛水作業：虛擬實境：聲納量測
PA11007-3659	掌性氮雜環碳烯前催化劑：stetter反應：n-heterocyclic carbenes：不對稱合成：螺環化合物：天然物全合成：15-hydroxyacora-4(14)：8-diene：schisansphenin b：grandine a：scortechiniine b：pinnaic acid：halichlorine：(–)-platencin：pollenfurans a及b
PC11007-4223	腦瘤：微型核醣核酸：腦脊髓液：腦膜轉移
PE11007-1801	歐洲語言：華語教學：二語習得：中介語：口說測驗：母語遷移：聲調：韻律結構：語序：重音：語調
PF11007-4356	資源基礎論：知識管理雙元性：母國供應鏈：關係連結雙元性：國際治理策略：策略配適：國際化績效
PE11007-1804	大諸羅：大嘉義：觀視：地方學：台灣文學
PF11007-4741	跨境併購：企業可持續性：環境：社會與治理政策：股東行動主義：文化差異
PF11007-4740	競合：數位科技：代工：供應鏈
PE11007-1949	王念孫：王引之：俞樾：尚書
PC11007-4207	神經加護病房：人工智慧：癲癇：生理訊號
PF11007-4742	數學情意：數學學習：數學教學：遊戲化：虛擬實境
PB11007-7416	高海拔：低氧：心肺適能：最大耗氧量：揹工：身體組成：工作負荷
PB11007-7316	星狀細胞瘤：腫瘤惡性分級：卷積神經網路：磁化率權重影像
PC11007-4152	非小細胞肺癌：中藥：化療藥物：合併療法：紡錘體聚集檢查點：長春鹼溫諾平
PF11007-4679	知覺決策：系統多因子技術：反應時間：突現特質
PF11007-4678	會計師查核報告：文字報導品質：可讀性：信用風險：公司債利差：新冠肺炎疫情
PD11007-0769	紫錐花：奈米包覆：肥胖：塑膠微粒：骨關節炎：脛骨創傷誘導
PE11007-1972	閩南箏樂：李家箏：李戊午
PE11007-1971	先秦儒學系譜：思孟學派：荀子：「儒道」論述：心性之學
PF11007-4821	思覺失調症：幻聽：聽覺：神經傳導物質
PB11007-7265	工業4.0：智慧製造：虛實融合系統：工具機：智慧機械：排屑：人工智慧：感測器：機器視覺：電流訊號：振動訊號
PC11007-4106	缺血性腦中風：治療時間限制：老化細胞清除劑
PB11007-7267	林下養蜂：虎頭蜂：高壓電電擊：雷射攻擊：塑木復合蜂箱
PF11007-4898	人文：創新：生態：樞紐：星群：h-eha
PF11007-4900	預售屋交易契約：買受人價金預付：建商之廣告責任：二次施工：使用權轉讓契約：定型化契約條款之效力：消保法第12條規定：任意規定之立法意旨
PB11007-7505	經濟設計：情境適應性抽樣：供應商-買方夥伴關係：高良率產品：多重關鍵品質：多層次變異量：隨機性缺陷比例：自適應多相依狀態：跳批抽樣：快速轉換抽樣：網路應用設計：生產者-消費者風險
PB11007-7504	風力發電機：前瞻運轉監測：智能故障診斷：深度學習：轉移學習：訓練數據不平衡
PC11007-4272	粒線體至細胞核的逆行信號：粒線體衍胜肽：mtdna缺失：突變負荷：粒線體靶向療法
PC11007-4279	登革病毒：登革出血：肌醇多磷酸酶：脂質：細胞自噬
PD11007-0795	綠豆殼萃取物：貓冠狀病毒：貓傳染性腹膜炎：鸚鵡玻那病毒：前胃擴張症：循環經濟：寵物市場
PF11007-4864	異質性個體：不完全市場：所得分配：耐久財：貝氏估計法：新興凱因斯模型：異質性個體新興凱因斯模型
PE11007-1994	游昌發：中文藝術歌曲：詩與歌：文學與音樂：藝術歌曲
PA11007-3710	二維平流方程式：擬譜方法：勒讓得多項式：補償法：urv 分解
PF11007-4889	網紅行銷：網紅：人工智慧(ai)：消費者—品牌關係：品牌傳道
PE11007-1985	盛唐：中唐：晚唐：明代詩學：復古派：竟陵派：變創精神：跨流派視野
PE11007-1988	康有為：經世儒學：流亡經歷：春秋義法：傳統新詮
PF11007-4848	啟發：遊客啟發：構念發展：因果模式
PF11007-4867	學校評鑑：評鑑效用性：比較教育：德國
PC11007-4296	防護手套：滲透：破出時間：極端ph值：皮膚暴露：astm f739：個人防護設備：3d生物列印皮膚組織模型
PC11007-4295	南國小薊：抗肝纖維化：肝保護作用：肝臟星狀細胞：指紋圖譜
PC11007-4379	trefoil factor 3：腎臟缺血再灌流：急性腎臟傷害：心肌傷害：肝臟傷害：肺臟傷害：腦組織傷害：多重器官傷害：細胞凋亡：bcl-2 family proteins：prosurvival kinases：自體吞噬：microrna
PA11007-3769	雙曲超材料：二維凡德瓦材料：電漿極化子：聲子極化子：紅外光子元件：兆赫波光子元件：極化子光子學：光波導：光積體電路
PE11007-2039	影片分解與重構：互動故事：數位遊戲：互動媒體：新媒體
PF11007-4997	擴增實境：行為序列分析：親子共讀：繪本
PF11007-4998	嚴重特殊傳染性肺炎(covid-19)：疫情：失業：勞動力：紓困：遠距工作：英國：德國：台灣
PF11007-4980	綠建築：房地產交易：特徵價格法：離散選擇模型
PB11007-7602	精準聚合反應：活性鏈成長聚縮合反應：明確結構之多分枝(扇型)高分子：多分枝與線性團聯共聚高分子
PC11007-4333	泛素蛋白酶體系統：自噬作用：缺血性視神經病變：e3 ligase inhibitor：視神經節細胞：微小膠細胞
PE11007-2006	同步口譯：字句連貫性：口譯教學
PB11007-7603	直接模擬蒙地卡羅法：極音速：重返大氣層：稀薄氣流：氣熱動力
PB11007-7762	異向黏彈性固體：接觸分析：異向性彈性力學：高分子複合材料
PB11007-7701	腐蝕：加勁混凝土：地震：地下結構物
PB11007-7702	非接觸式心率量測：影像感測器：運動心率：健身器材：智慧型手機：機器學習：光體積變化描述波形
PC11007-4409	雙極性病患：躁期：鬱期：大腦內在的活動：多巴胺：血 清素：靜息狀態功能性磁振造影：血小板：視網膜電圖
PC11007-4427	抗血小板藥物：血栓素受體：15-羥基前列腺素去氫酶
PB11007-7730	無人機：個人保鑣：ai辯識：導引控制：目標偵測
PA11007-3778	固態氧化物燃料電池：雷射微加工：脈衝雷射沉積：雷射處理：電泳沉積
PE11007-2056	李曼瑰：冷戰現代性：文化想像：現代女性主體：症狀式重訪：地緣政治
PC11007-4420	高血糖：巨噬細胞：長鏈非轉譯核醣核酸：外泌小體：動脈硬化：糖尿病下肢症候群
PB11007-7750	地下水：用水需求：人類與自然耦合的系統：系統動態：土地使用變遷：氣候變遷
PC11007-4432	dna甲基轉移酶：rantes：巨核細胞
PD11007-0830	核醣體生合成：轉譯起始因子：輔助因子：基因調控：壓力反應
PE11007-2079	軍歌資料庫：軍中音樂：音樂檔案建設：資料庋用：數位平台
PF11007-5087	食物靈性：概念化：量表
PA11007-3836	拉曼光譜法：紅外光譜法：感測探針：感測晶片：奈米材料：表面訊號增益效應
PD11007-0833	砷累積：砷物種：蕹菜：土壤水分管理：磷肥：矽肥
PE11007-0536	梯級隱涵：抵輔推論：語用解讀：邏輯解讀：工作記憶：處理速度
PB11007-2444	量子遙傳：具雜訊量子遙傳：具雜訊量子與古典資源
PC11007-1425	抗癌藥物：環境敏感型：ph應答型：奈米粒：表皮生長因子受體（egfr）：細胞程式死亡配體-1 (pd-l1)：細胞核：粒線體：內質網壓力：vcp / p97抑制劑：微小rna：免疫佐劑：巨噬細胞：腫瘤：存活：轉移：多重抗藥性：細胞凋亡：結腸直腸癌：頭頸癌：胰臟癌
PF11007-1487	以病人為中心：同理關懷：知情告知：運用資訊媒材
PB11007-3342	遠程運動中心：球面機構：並聯機構：可重構機構：動力學：醫療
PB11007-3343	推薦：協同推薦：深度學習模型：時間衰殘：跨平台推薦
PC11007-1843	中風：吞嚥困難：吞嚥訓練：吞嚥生理：質地調整
PD11007-0390	植物菌質體：日日春：生長素：gh3基因群：水楊酸
PA11007-1432	粒線體：粒線體基因體：基因體修補機制：基因雙股斷裂：基因編輯技術：細胞自噬
PC11007-1737	鋰鹽：雙相情緒障礙症：心臟保護作用：快速動眼期睡眠剝奪：生理恆定負荷失衡：鈣離子過度負荷：氧化壓力：粒線體生物能量代謝異常：彩色都卜勒心肌影像：心肌形變
PF11007-1913	社群觀測資料：文字探勘：有限關注：心理偏誤：不動產市場：投資者心理
PF11007-1914	循環經濟：轉換意圖：推力：拉力和維繫力模式：循環經濟素養：新環境典範
PE11007-0698	海洋文化：海神：漁業民俗：淨港：旗魚廟
PB11007-3377	磁性元件：積層製造：虛實加工
PF11007-1897	同理心：設計思考：服務學習
PC11007-1780	手術後促進康復：生活品質：疼痛：休息活動：進食：活體肝臟捐贈者
PC11007-1777	人工智慧：機器學習：深度學習：眼底圖：網膜
PF11007-1926	服務主導邏輯：感知服務價值：創造力：互惠效應
PB11007-3889	累積損害：預防置換：最佳化：純生過程：年齡置換策略：最小維修
PB11007-3891	整合模型：隨機流量網路：可靠度工程：網路可靠度：時間因素：保養政策：製造系統
PB11007-3892	病毒動力學：多物種病毒：非局部性感染：競排與共存：行進波
PA11007-1552	渦蟲：再生：微核糖核酸：恆定：無脊椎生物
PC11007-1925	鈣離子通道：脊髓小腦運動失調症：多谷氨醯胺：顯性抑制作用：轉譯後修飾
PC11007-1946	巨噬細胞：轉酮醇酶：腫瘤相關巨噬細胞：三陰性乳癌：代謝
PA11007-1568	細懸浮微粒：大陸冷高壓：長程傳輸：行星邊界層：逆溫層
PB11007-3694	非穩定狀態電滲透：纖維狀多孔介質：高分子電解質吸附層：任意電位或電荷密度：任意電雙層厚度：電荷調整
PB11007-3966	射頻烹調：多源：均勻加熱：溫度控制
PC11007-2050	缺氧誘導因子：慢性腎臟病：內皮細胞
PE11007-0825	廣告價值：廣告效果：擴增實境：使用者體驗
PF11007-2027	主觀性資訊：模糊資訊：可選擇集合偏好
PF11007-2029	避險會計：財報可比性：財務報導複雜性：會計複雜性：分析師
PB11007-3724	玻璃材料特性：鏡頭製造組裝公差：監視器鏡頭：超大廣角鏡頭設計
PB11007-3728	氫/釩液流電池：耐腐蝕可撓式七合一微感測器：即時微觀診斷
PF11007-2348	圖像醫學：視覺敘事：疫情與災難影像：再現：圖像素養：移情關注：心理韌性
PC11007-2276	小分子核糖核酸：外泌體：次細胞異質性：蛋白結合作用
PE11007-0999	普西拉・魏客霏：中國想像：中英關係：女性書寫
PB11007-4183	超寬能隙：氧化鎵鋅：尖晶石結構：太陽盲光檢測器：msm：光導體：光二極體：場效應光電晶體：超音波噴霧熱裂解沉積
PB11007-4342	卷積神經網路：現場可規劃邏輯閘陣列：優化：效能：架構
PB11007-4346	動態滑移水力學：記憶效應：黏滑轉變
PB11007-4147	體積分解：特徵分解：實體網格建構：薄殼件：凸起特徵：六面體：三角柱
PF11007-2265	行銷：消費者行為：生存市場：扶貧：永續性
PB11007-4146	葉酸：高脂飲食：慢性腎炎：發炎反應：免疫調節：vhl基因剔除
PB11007-4148	動態受載齒面接觸分析模型：高接觸率正齒輪對：協同模擬：齒面修整：齒頂邊緣接觸：齒端邊緣接觸：軸變形：軸偏差：傳動誤差
PF11007-2596	老人：髖部骨折：社會經濟不平等：術後併發症：醫療成本：成本效果：健康平等
PB11007-4824	負電容鰭式場效電晶體：鐵電材料：可靠度：晶體結構
PF11007-2669	身體活動：視覺障礙：飛輪運動介入：身心健康：生活品質
PA11007-2157	農藥：東方毛腳燕：高山農業：鳥類繁殖生態：農藥傳遞途徑
PF11007-2700	危機事件：covid 19：旅遊動機：推拉理論：人格特質：危機耐受旅客行為：臺灣：澳洲
PF11007-2753	展望系列：科普教育：通俗科學演講
PC11007-2575	黑色素瘤：dicer 蛋白：達卡巴仁 adsl 蛋白
PB11007-5121	虛實整合系統：工業製造：故障診斷
PF11007-2852	概念史：權利：自由：民主：主權：國家：政府：治理
