PG10605-0204	冷鏈物流：智慧物流：高運力：供需調度：跨國通路
PW10610-0121	蕙蘭：預措：覆蓋：種苗：包裝：草莓：生理障礙：苦瓜：種子品質：種子活力：國際種子檢查協會：採收：採收後處理：iso 認證：誘變育種：q2種子活力測定法：1-mcp：組織培養：文心蘭：創新：盆花：臺灣特色茶：洋桔梗：雜交育種：結球萵苣：節水灌溉：結球萵苣：介質：花期調節：外銷：健康種苗
PW10610-0123	x光檢測系統：雜草：檢疫條件：進口木材：非破壞性檢測：水苔：蒸熱處理：米爾頓釉小蜂：自由經濟示範區：南瓜實蠅：核准：早期疫情預警監測：整合性防治技術：東方果實蠅：蝴蝶蘭：蓮霧：病害防治：木材鑑定：檢疫處理：種子活力：昆蟲：蟲害防治：火龍果：水生動物：輸入植物：量化指標：檢疫處理：莖潰瘍病：商用木材：風險評估：雜草滅除：資料庫建置：瓜實蠅：蝴蝶蘭：芒果
PW10610-0125	玉米：紅豆：落花生：作物生長模式：輪作制度：作物生長模式：物理特性：甘藷：品系：可食膜：光譜分析：模式：甜玉米：毛豆：區域試驗：周年生產：大豆：土地適宜性評估：耕作制度：甘藷：落花生：大豆：高粱：黃麴毒素：近紅外線分析：射頻：產期：儲存：甘藷：食用玉米：化學特性
PW10610-0127	高生產力：突變體：抗性澱粉：誘變：低直鏈性澱粉突變體：澱粉突變體：耐鹽：產量：理化性質：有色水稻：白葉枯病：對策研究：多用途：策略研析：產業分析：脆性：水稻：核心種原：分子標誌
PW10610-0165	農產品通路：拓展國內市場：運銷職能：台灣果品產業：有機農場：農業經營模式：生產成本及效益：蔬菜賣場：多元化行銷通路
PW10610-0006	種原庫：種原保存：選拔育種：無特定病原：海鱺：分子標記：保存：澎湖：遺傳資料庫：種原庫：種原：微藻應用：文蛤：利用：育種：新雄魚：養殖兩殼貝：性別分化：微藻種原：水產生物：微藻保存：白蝦
PW10610-0097	不定芽：種子盆栽：栽培：大花蕙蘭：萬代蘭：栽培技術：貯運：花卉產業：採後處理：繁殖：蝴蝶蘭：花壇植物：百子蓮：種球：石竹：蝴蝶蘭：包裝：預措處理：生物性防治：外銷：盆花：設施栽培：火鶴花：文心蘭：採收適期：長壽花：切葉：市場資訊：玫瑰：瓶插壽命：葉面積：栽培技術：切花：盆花：火鶴：品質：粗肋草：切花品質：粗肋草：真菌性葉斑病：孤挺花：大量繁殖：設施：雙鱗片：外銷花卉：小鱗莖繁殖：軟腐病：夜間電照：觀賞品質：彩色海芋：組織培養：採後品質：採後處理
PW10610-0071	愛知生物多樣性目標：紅皮書：國家生物多樣性指標：生態系紅皮書：生物多樣性行動計畫：公民科學：臺灣獼猴：陸域生物多樣性指標：受脅物種：東方草鴞：族群趨勢：保育行動綱領：生態系風險評估：國家生物多樣性監測資訊網：繁殖鳥：生物多樣性熱點：環境惡化：保護/保留區：永續發展行動計畫：冬候鳥：生物作用與交互作用衰退：佔據模型：生物多樣性公約：長期監測
PW10610-0102	航前任務指派：觀察員：體長量測：智慧型手機應用程式
PW10610-0108	海洋生態系：生殖生物學：寶石珊瑚漁業：臺灣西南海域：宜蘭灣：生物學：帶魚屬魚類：漁業作業特性：遠海梭子蟹：櫻花蝦：宜蘭：生物學：北部海域：魚蟹種類組成：產卵期：年齡及成長：大眼鯛：紅珊瑚科：資源管理：蟹籠漁業：刺網法：長角鬥士赤蝦：正櫻蝦：胃內容物：漁業管理：資源管理：西北太平洋：漁業資源
PW10610-0026	培訓方案：自然：休閒：心理益處：療育景觀：效益評估：農業療育：生態服務系統評估：農業療癒：療育：林園療育：恢復：花園：生理回饋：森林療法：園藝療法：景觀
PG10610-0084	科技植牙：指標型醫院
PG10612-0199	新興污染物：分析：廢水
PG10610-0065	區塊鏈：通用電子健康紀錄：分散式自治組織：巨量資料：加密機制
PG10611-0099	三維基本地形圖：三維模型：智慧城市：物聯網
PG10612-0152	4g行動：故宮：前瞻科技
PG10612-0132	購物用塑膠袋：使用費：基金
PG10701-0280	退休規劃：退休歷程：調查研究：職場：介入
PG10701-0332	同步輻射：加速器：光源：光子源：光束線：奈米顯微術：蛋白質結晶學：中子
PG10610-0081	長期照護：通風環境：指引
PG10612-0060	綠建築：照明節能：照明功率密度
PG10612-0091	健康存摺：我的健康資料：隱私權：資料分享：資料存取：醫療資料：個人資料
PG10612-0052	語言轉移：語言抉擇：場域分析
PM10701-0010	數位經濟：跨域數位人才：moocs：跨域數位網路學院：創業
PF10703-0237	音高辨識：絕對音感：相對音感：音高視唱：音名符號
PB10703-1179	歌唱評分：卡拉ok：清唱歌聲：伴奏歌聲
PD10703-0010	醣蛋白p：mdr1 基因：寡核酸微陣列：基因型
PB10703-0750	人工物料搬運：肌肉骨骼傷害：便攜式動作追蹤系統：人因作業評估
PF10703-0278	調節焦點：上司組織代表性：心理所有權：工作投入：工作倦怠
PB10703-0987	深度學習：視訊監控：行為分析：異常行為偵測
PB10703-0384	對比視覺：恢復：暫態適應性：光線變化：眩光
PB10703-1199	數位式電容式位移感測器：有限元素法：渦電流位移感測器：五點式主軸誤差分析儀：四點式刀具夾頭微位移量測系統：智慧主軸
PB10703-1082	泛自閉症：情緒辨識與理解：聯合腦電(eeg)：眼動追蹤：行為介入：組間前後測比較
PB10703-1360	石墨烯：化學機械拋光：碳化矽：聚氨酯：物理吸附：化學接枝：原位聚合
PB10703-1005	道路監控系統：輪胎偵測：車輛追蹤：車行軌跡偵測：雙層分類偵測器
PB10703-0697	電源轉換器：電力品質：功率因素修正：四開關升降壓轉換器：暫態響應：小信號模型
PB10703-1459	流行性感冒：電子病歷：醫院臨床資料：疫情偵測系統
PC10703-0182	頸動脈狹窄：頸動脈支架置入術：認知功能：功能性磁振造影：神經血管反應性：腦血管反應性
PB10703-0529	新農業：智慧農機：精準農業：高光譜
PA10703-0065	多孔材料：導電高分子：能源儲存
PF10703-0390	聯合國大會：經濟外交：外交政策趨同論：中美競爭：新南向政策
PA10703-0096	吻鰕虎：親緣關係：演化：次世代定序：密碼子偏性
PA10703-0175	激子：螢光共振能量轉移：金屬有機骨架：表面電漿：巨觀量子電動力學：相干性：量子動力學
PB10703-1306	非同步隨意網路：爆炸性流量：多通道傳輸：跳頻協定：群播協定：法團系統
PC10703-0162	頭頸癌：癌症起始幹細胞：e3泛素連接酶asb6：缺氧誘導因子：胰島素和類胰島 素生長因子：標|巴藥物
PB10703-1016	環景影像：影像定位：多重描述子：變化偵測：深度學習
PB10703-0410	影像驗證：影像藏密：藏密分析：lsb：改進像素值排序：rm：多誤差值位移
PC10703-0176	缺氧窒息腦傷：小動物磁振造影：神經血管單元：代謝體
PB10703-0645	高速原子力顯微鏡：回饋速度：掃描：致動器：抗振盪
PB10703-1251	虛擬機器群組：不停機移轉：平行運算：雲端運算
PB10703-1178	雲端運算：雲端服務：視訊串流：巨量資料分析：資料安全保護：內容派送網路：物聯網：軟體定義網路：openstack：開放軟體
PB10703-0643	虛擬鍵盤：擬真觸覺回饋：波型特徵：觸覺感性：多點力回饋
PC10703-0156	胃腺癌：mdga2 抑癌基因：幽門桿菌
PB10703-0725	寬頻：相移器：可變增益放大器：金屬氧化物半導體
PC10703-0100	去勢療法：去勢抗性的前列腺癌：3-羥基類固醇脫氫酶：雙氫睪固酮：雄激素受體：去氧核糖核酸受損修復反應
PB10703-0527	人工生殖技術：微流體晶片：體外細胞培養
PB10703-1594	資訊安全：網路測試平台：雲端資安攻防平台：搶旗賽
PB10703-1161	安全式合作通訊系統：實體層安全：物聯網(iot)：沈農第三定理：秘密容量：中繼站選擇策略：放大傳輸模式：編碼傳輸模式
PB10703-0608	積層製造：顱骨：非剛性影像對位：客製化設計植體
PB10703-1796	推薦系統：網宇實體系統：機器學習：精準定位：社群結構分析：超圖分群：協同過濾：排序整合：概念遞移：人類行為分析
PE10703-0020	上海形象再現：上海話劇藝術中心：中國現代性：激進主義：先鋒：文化全球化：文化主體
PB10703-1004	物件追蹤：影像追蹤：輔助型粒子濾波：模板比對：光流法：surf
PB10703-1338	軟體定義網路：速寫演算法：網路流量變異偵測：可程式化邏輯閘陣列：巨大流量
PE10703-0026	經濟思想：士族反亂：明治維新：征韓論
PB10703-1279	反資料探勘：反分群：可還原式反分群技術：資料串流
PB10703-0912	勒索軟體：進階持續性滲透攻擊：大數據分析：網路異常流量偵測
PE10703-0018	愛爾蘭研究：成長小說：大屋小說：北愛爾蘭動亂
PB10703-1244	雷射驅動：節能：驅動電路：電流驅動
PB10703-0376	無刷直流馬達：無段變速：雙迴授系統：動態無段變頻：感測回饋：節能：監控系統
PD10703-0007	傳染性化膿性病毒：先天免疫反應：核蛋白90/45 二聚體
PA10703-0106	質譜腸道菌：次級代謝產物：人體微生物組代謝質體學：質譜影像
PC10703-0295	下泌尿路症狀：骨盆腔缺血：總髂動脈結紮：脂肪幹細胞：外吐小體：小分子核糖核酸
PB10703-0942	碳循環材料：dha 載體：微藻高值化應用：葉黃素包覆：微藻
PB10703-1601	7005 合金：應力腐蝕：淬火敏感
PF10703-0349	虛擬貨幣：比特幣：電子錢包：區塊鏈：金錢：貨幣：存款：帳戶：支付
PB10703-1087	機械手臂：加速度分解法：奇異點
PB10703-0951	物聯網：車聯網：情境感知：雲計算：霧計算
PF10703-0168	自然史博物館：公民科學：科學史：都市生態
PB10703-1344	光同調斷層掃描：醫療影像：可攜式：成像器：微機電系統：光子積體電路
PB10703-1453	文字探勘：主題摘要：主題人物互動關係偵測：主題人物互動關係擷取：主題人物互動網絡
PE10703-0015	社區韌性：移動：調適地理演變：災害：重建規劃：文化資產
PD10703-0036	動物疫苗：佐劑：產業技術：產品製程：服務中心
PD10703-0158	台灣小鼠診所：小鼠表現型：藥物安全性：人類疾病動物模式：藥效評估：毒性試驗：藥動藥效模型：藥物最適化：先導藥物篩選及鑑定：臨床試驗新藥申請
PB10703-0861	深度學習：卷積神經網路：電腦視覺：先進輔助駕駛系統：防撞偵測：動態追蹤：行人偵測：自動跟隨車
PB10703-0669	形狀記憶合金：箔帶：支架：麻田散體變態：雙向形狀記憶效應
PF10703-0192	零金利下限：非傳統金融政策：使用不均一分散之識別：國際溢出效應：台灣
PB10703-1160	羽球運動：模糊系統：支持向量迴歸法：基因演算法：分類系統
PB10703-1809	深度學習：人工智慧處理晶片：前處理硬體加速
PC10703-0253	神經病變性疼痛：神經慢性收縮損傷：痛覺過敏：異常性疼痛：組蛋白乙醯化酶：組蛋白去乙醯化酶抑制劑
PB10703-1565	人體動作行為識別：時空興趣點篩選：資料庫分群：特徵相關性分析：攝影機移動向量估算：複雜動態背景
PC10703-0222	植化素：nrf2：microrna：抗氧化：抗發炎
PB10703-1481	複雜網絡：社會網絡：社群偵測：網絡階層
PB10703-0955	碳纖維：奈米碳管：高電壓：溶膠凝膠：鋰離子電池
PB10703-0723	電腦輔助語言學習：中文學習：錯別字檢查：文法錯誤偵測：學習者語料庫建置
PC10703-0111	巴金森氏症：環境依賴性：複合式環境訓練模式：穿顱磁刺激術：認知功能
PC10703-0145	肝臟移植：兒童：排斥：新抗原
PB10703-0984	無線感測器網路：地理模型：偏微分方程式：重新部署問題：卷積
PB10703-1105	卷積神經網路：深度學習：顯示器：影像處理：k-均值奇異值分解：有機發光二極體：即時：結構相似性：峰值訊號雜訊比：節能：品質需求
PC10703-0242	生命末期照護：撤除維生醫療：撤除呼吸器：安寧緩和照護：家屬滿意度：心理健康
PB10703-0381	ethercat：工業型機械手臂：順應式教導：阻抗控制：力量估測
PB10703-0675	收益共同契約：傳訊賽局：資訊不對稱
PB10703-1555	故障偵測：k 位最鄰近演算法：模式識別：製鞋機
PB10703-1268	內藏式主軸：軸承故障診斷：刀具壽命預測：主動式抑制顫振現象：車床加工熱補償
PF10703-0194	武裝部隊：內戰：資訊不對稱：國家實力：文武關係
