PG10605-0085	嗅覺：嗅覺皮質：梨狀皮質：前額皮質：杏仁核皮質：神經元路徑追蹤：輸出神經元圖譜
PW10503-0406	口腔癌：鱗狀上皮細胞癌; 生物標記; 鄰位連接技術
PG10504-0243	性別主流化：性別分析：性別平等政策綱領：分析案例：策略及應用
PG10507-0010	癌症：流行病學
PW10503-0388	大資料：資料探勘：機器學習：決策支援
PC10501-2118	預立醫療計劃：社區醫療：生命末期：醫病溝通：健康行為
PB10501-2251	毛囊再生：幹細胞：免疫：接觸性皮膚炎：禿髮：治療
PA10501-1465	油滴：三酸甘油脂：固醇脂：酵母菌：孢子
PF10501-1646	市場競爭模式：空間障礙：製程研發：廠商借貸
PC10501-1476	肱二頭肌肌腱：肌腱病變：步態分析：細胞凋亡：基質金屬蛋白酶：金屬蛋白酶組織抑制劑：細胞外基質金屬蛋白酶誘導者
PE10501-0436	分類詞：量詞：乘法：認知機制：fmri
PB10501-3428	伏流水層：本土特有種：濕地保育：垂直水力坡降：上湧
PF10501-2219	漢語：聲調：腦側化：類別語音知覺：功能性磁振造影：事件相關腦電位
PC10501-1699	嚴重氣喘：空氣污染：poly aromatic hydrocarbons：aryl hydrocarbon receptor：il-33：tslp：il-25
PA10501-1399	兆赫波：太赫茲：電子迴旋脈射：諧波作用：繞軸電子槍：模式競爭：磁旋管
PF10501-1644	不可分割成本等分法：公設化：納許程序：子賽局均衡
PB10501-3995	石墨烯：奈米碳管：高分子化離子液體：電致色變材料與元件：超電容材料：超電容
PE10501-0560	圖像化剌激：人臉辨識：面相學：角色設計：視覺傳達
PF10501-1978	數學教師專業發展：差異化數學教學：數學教師效能感：學生數學自我效能感：國小學生
PE10501-0609	印歐語系：分類詞：量詞：數詞：基數詞：詞序：複數標記：性別標記
PA10501-1225	拔靴法：條件赤池訊息準則：巨量資料：模型組合：空間預測：變數選取
PC10501-1807	兩階段式釋放：產氣材料：藥物投遞：癌症治療：藥物載體
PC10501-1935	糖尿病腎病變：高血糖：高糖化終產物：二維差異蛋白質體學
PB10501-2140	生質產氫：氣體純化：連續低壓儲存：技術推廣
PB10501-3708	氧基磷灰石：微波陶瓷：鹼土金屬：稀土金屬
PC10501-1491	麟狀上皮癌：細胞集體移動：snail
PB10501-3098	物聯網：記憶體：測試：修復：品質：可靠度
PF10501-1909	工具發展：目的感：生涯目的感：生涯輔導課程：優勢中心治療
PA10501-1149	有限斷層滑動模型：自我相似性：應力降：有效破裂區域：非均勻性
PC10501-1301	imp-3：侵襲：黑色素細胞癌：移動：增生
PC10501-2522	癌症免疫療法：類分泌干擾素樹突殺手細胞：自然殺手細胞
PB10501-3904	全台詩：事件：物類：娛樂
PF10501-2033	老人：世代：性別：省籍：弱勢累積
PD10501-0226	水稻：遠緣種間雜交：近同源染色體配對：核醣體 rna 基因座：基因組原位雜交
PE10501-0460	思想：生命：真理：主體：德勒茲：傅柯：純思真實主義：科學與科技研究
PF10501-1420	訊息框架：得失框架：責任歸屬框架：溫室效應：節能減碳
PB10501-3722	表面電漿：色散曲線：金屬-有機發光層-金屬：有機發光二極體：光激螢光
PF10501-1349	雙元情緒管理：兒童青少年：親師師合作：生態諮商：團體諮商與輔導
PC10501-2389	肺癌幹細胞：connectivity map：antimycin a：舊藥新用
PF10501-1464	仁慈領導：威權領導：家長式領導：量表編製
PD10501-0217	水稻：遙測技術：氮營養：定址養份管理：非點源汙染
PC10501-1912	smad4：pias1：類小泛素化：tpm2：記憶形成：長期增益現象
PG10503-0254	電力系統技術：電力電子技術：電力調控系統：微電網：智慧型電網：分散式發電系統：多代理人
PG10502-0143	電子票證：公共運輸：大數據分析
PW10503-0384	藥物引導睡眠內視鏡檢查：阻塞型睡眠呼吸中止症; 懸壅垂顎咽整形術
PW10503-0385	肺癌：aurora-a：hdac：msin3a：p53
PG10504-0210	精神病患：自我效能：社會參與：復元
PG10505-0041	行人風場：技術規範：風洞試驗：cfd
PG10505-0190	數位治理：資訊職能培力：人力資本
PG10507-0129	政府雲：雲端應用與服務：巨量資料：資料科學
PG10507-0101	國家課程：校務評鑑指標
PG10507-0133	核安管制：資訊公開：資訊透明：揭露
PG10504-0111	車用發電機：同步整流器：功率金氧半場效電晶體
PG10504-0125	計算流體力學：電腦輔助設計：核一喪失廠飼水冷卻：靈敏度分析
PW10503-0322	磁振造影：自發性低腦壓：腦脊髓液容積
PD10501-0334	南薑：抗氧化：細胞分化：脂肪新生：代謝性發炎
PC10501-1334	共軛亞麻油酸：中樞神經系統：過氧化體增生活化受體：脂肪酸組成：空間記憶認知：抗焦慮行為
PC10501-1285	膠體：主動粒子：自泳動：自熱泳：自電泳：熱滲流：電滲流：電泳：熱泳
PF10501-2560	以建模為中心探究：系統思考能力：模型觀點
PB10501-3303	全像資訊儲存：相位疊加法：離焦：位移：傾斜：震動：容忍度
PC10501-1762	類風濕性關節炎：免疫力：中醫藥：t細胞：補骨脂
PB10501-2197	智慧電網：示範系統：異質通訊：雲端服務：電動車：充電站：再生能源：智慧節能：儲能系統：多重代理人
PF10501-1991	腦磁圖：磁振造影：正向情緒：靜息態網路：杏仁核
PB10501-2559	計算系統生物學：肝細胞代謝：生化系統最佳化：通量關聯性分析：功能差
PA10501-1593	珊瑚礁：功能多樣性：功能群多樣性：中光層珊瑚礁生態系：分佈：恢復：恢復力
PB10501-2925	濃度極化強化自由基嫁接聚合：薄膜改質：複合薄膜：藥物與個人保健用品：抗垢性
PC10501-1711	基頻功率頻譜分析：共振峰：聽覺發聲回饋：舌部超音波：骨導聽覺回饋：_x000d_噪音：grbas：嗓音聽知覺評估：大腦：功能性磁振造影
PF10501-1889	兩岸關係：經濟合作：認知與偏好：多模式調查：網路調查：世代政治：南臺灣
PC10501-1351	抗血小板藥物：新藥開發：caldag-gefi
PB10501-3455	類比佈局：合成：擺置：繞線：雜訊：可重覆利用性：鳍式電晶體
PC10501-2297	双極性情感性精神疾病：分子遺傳研究：精神病表徵：全基因體關連性研究
PB10501-2988	有機-無幾混成材料：團鏈高分子自組織薄膜：刮刀塗佈成膜：自組織模板：二氧化鈦奈米管陣列
PA10501-1368	奈米材料：新穎材料：熱電：石墨烯：兆赫波：超快雷射：激發探測：光譜：光學顯微術
PC10501-1868	阿茲海默症：ap蛋白：細胞自噬：路易氏體失智症：a-synuclein
PB10501-3831	香杉芝：乳癌：卵巢癌：上皮間葉細胞轉型：癌細胞轉移：癌幹細胞：mirna：細胞凋亡：細胞自噬
PC10501-2314	pml 抑癌蛋白：cullin-ring 泛素連接酶：腫瘤微環境：腫瘤轉移：肺癌
PD10501-0329	過敏性氣喘：癌症：發炎：水蒸餾精油：th1/th2免疫平衡
PB10501-2255	bim：api：建築資訊模型：經驗參數：參數化：物件導向：使用者導向：生命週期管理
PB10501-2640	中孔洞：空心球：催化反應
PB10501-2337	應力腐蝕龜裂：異材金屬銲件：沃斯田不銹鋼 316l：52合金
PF10501-1506	數學補救教學：專業知能：攜手計畫-課後扶助
PA10501-1224	二元長期追蹤資料：多變量二元分配：長期追蹤資料的廣義線性模型：最大概似估計法：多變量偏斜常態分配：多變量偏斜 t 分配：多變量 t 分配
PA10501-1573	跳躍子：基因水平轉移：社會演化：基因轉殖：火蟻
PF10501-1473	產業創新：技術機會：制度結構：興業策略：中國通信設備業
PB10501-3953	異常波浪：底床壓力：理論解：數值解：水工試驗
PC10501-1525	登革病毒（denv）：prostasin：干擾素：第二型環氧化酵素：inos
PA10501-1222	archimedean copula：現狀資料：相關設限：重新分配演算法：半競爭風險資料
PB10501-2483	重質非水相溶液：阻斷式生物凝膠基質：緩衝膠體基質：皂化反應：未飽和層：飽和層
PB10501-2894	固定生物技術：厭氧產能：好氧同時硝化脫硝：固定生物除氮：陶瓷膜過濾
PB10501-2476	低功耗雷達：連續波雷達：自我注入鎖定雷達：單基雷達：雙基雷達：被動雷達：生理訊號感測器：手勢感測器
PC10501-1331	阿茲海默症：缺氧誘發因子：抑制分化因子：神經細胞週期再活化：神經細胞凋亡
PC10501-2058	自主神經系統：血管感壓反射靈敏度：循環內皮細胞：發炎反應：氧化壓力：阻塞性睡眠呼吸中止症：腦部自律神經網路系統：神經內分泌調節系統
PF10501-1824	政治知識測量：猜題行為：項目反應理論：貝氏統計
PG10502-0151	校正：追溯：計量：比對：量測：標準傳遞
PG10502-0165	全球衛星定位系統：連續觀測站：ps-insar：井下應變儀：氣體地球化學：水位觀測井：斷層活動潛勢分析
PG10502-0169	健保資料庫：憂鬱症：第二代抗精神病藥物
PW10503-0338	鼻咽癌：放射治療：化學治療：eb病毒
PW10503-0411	軟骨肉瘤：腦神經滋養因子：淋巴管新生
PG10505-0199	客語薪傳師：六堆：語言學：薪傳師傳習計畫
PG10505-0249	青年世代：青少年：健康行為：長期追蹤調查
PW10507-0001	地層下陷：載重：抽水：數值模式
PW10507-0002	氣候變遷：防洪策略：排水系統與交通路網整合
PG10508-0008	廉正態度：工作價值觀：廉政作為
PG10505-0038	芐基異硫氰酸酯：人類口腔癌細胞株：人類順鉑抗藥性：鈣離子參與之內質網壓力：細胞凋亡的路徑
PG10505-0039	室內環境品質：甲醛
PW10503-0389	壓瘡：偏極化可見光：紅外光：血氧濃度：高光譜影像
PW10503-0365	榮民：疾病特性：預後：健康保險研究資料庫
PB10501-2834	高速鐵路：營收管理：服務設計：定價策略：座位配置
PF10501-2128	流行文化：女性主義：後女性主義：家庭性：家庭主婦：論述分析
PB10501-3736	上肢肌肉骨骼傷病：穿戴裝置：生理應變：生理回饋技術
PB10501-3713	功能聯結：丫-aminobutyric acid (gaba)：bicuculline：muscimol：血氧濃度相依功能性磁振造影：微灌流功能性磁振造影
PC10501-2477	幹細胞：再生醫學：胚胎幹細胞：腫瘤幹細胞：誘導性多能幹細胞
PB10501-2605	微波介電材料：玻璃陶瓷：ltcc：透輝石：品質因子：共振溫度頻率係數：熱處理：氧空缺：施體添加：受體添加
PC10501-1881	腸病毒：幹細胞：分化：神經致病性：神經趨化性
PC10501-1581	去氧核醣核酸傷害與修補：氧化性壓力：單核酸切除修補：脫嘌呤/脫嘧啶核酸內切酶 1：非同源末端接合：組織蛋白去乙醯酶：缺血性中風
PB10501-4125	多模式整合：災損模式：災害管理資訊研發應用平台
PB10501-3873	擴散光學大腦功能性造影：嗅覺功能退化：阿茲海默症
PB10501-2731	石墨烯：能谷過濾器：類自旋：傳輸物性
PB10501-4060	線上學習：風力發電：儲能系統：預測：即時模擬：現場可程式化閘陣列
PB10501-4011	零速度啟動：直流無刷馬達：無位置感測控制
PB10501-3026	具初始曲率的空間大變形樑：振動分析：後挫曲行為
PC10501-1342	乳癌：腺癌：溶瘤：麻疹病毒：病毒療法
PB10501-2638	染料敏化型太陽能電池：二氧化鈦電極：鎳磷化物電極：光電轉換效率：電化學交流阻抗分析
PB10501-2577	電化學除濕：交流電：直流電：除鹽
PF10501-1367	公眾參與：再生能源：訊息設計：實驗法：環境傳播
PC10501-2072	手足口症疫苗：多價複合型疫苗：似病毒粒子：生化製程研究
PA10501-1193	非傳統穩定同位素：造山帶岩漿活動：阿爾卑斯—喜馬拉雅
PD10501-0371	白蝦：緊迫：生物胺：酪胺酸羥化酶：免疫
PC10501-1406	細胞趨電性：光微圖樣：基材硬度：靜水壓：細胞膜粗糙度
PF10501-1382	悅趣化學習：課程地圖：學習歷程檔案：開放學生模型：自我進度學習
PB10501-2480	氣泡動力學：氣孔：固化瑕疵：相圖：相變化：移動邊界問題.
PF10501-1572	專題導向學習：創意思考教學：創造力評量：工程教育
PF10501-1698	專利權引用：外部融資：政府研發：研發創新：專利權訴訟：分析師報導
PF10501-1953	氣候變遷：農業生態系：調適能力：權益關係人參與：協同規劃
PC10501-2530	生物可分解：水凝膠：傳輸系統：蛋白質藥物：傷口癒合：傷口敷料
PF10501-1844	3d列印：stem課程：工程設計：批判思考：問題解決
PF10501-1548	師徒關係：工作敬業：組織幸福感
PC10501-2465	x光人體掃描儀：回散射式掃描：機場安全檢查
PE10501-0417	六朝：懺悔：擬聖：居士：三教交涉：蕭子良
PF10501-1554	想像力：翻轉教室：資料探勘
PC10501-2119	乳癌：乳癌骨轉移：脂締素：脂締素第一型受體：四締素：生物標記
PE10501-0497	古希臘哲學：柏拉圖：亞里斯多德：先蘇哲學：後亞里斯多德哲學
PC10501-2322	krüpple-like factor 10：放射敏感性：uv radiation resistanceassociated gene
PB10501-3863	氨氮：硝酸鹽氮：高級氧化程序：電觸媒：低氯鹽：電化學：含氮有機廢水
PC10501-2076	肥胖：雙特異性去磷酸酶：腸道菌叢：腸道上皮通透性：糞菌移植
