PG10812-0040	戶外教育：活動理論：十二年國民基本教育：校訂課程
PG10901-0325	飛航安全：飛行疲勞：水飄：非破壞檢測：飛航資料監控
PW10901-0050	觀光資源：柑桔：商業模式：供應鏈：休閒農場：整合：成功關鍵因素：紅龍果：農業：共享經濟：行銷通路：價值鏈
PW10901-0054	超臨界萃取：乙醇萃取：木鱉果
PW10901-0004	技術促進小組：智農聯盟：法規研析：產業分析：專案推動小組
PW10901-0005	藍殼蛋：種鵝：鬥雞母：生長性狀：土雞：鬥雞母：烏骨雞：啄羽：台灣土雞：烏骨雞：畜試土雞：生長性能：足墊炎：墊料：土番鴨：腳弱：台灣土雞：屠體性狀：產蛋性能：環控舍：產蛋性能：複合型床面：受精率：生長性狀：孵化出雛數：生物炭
PW10901-0003	高病原性家禽流行性感冒：攻毒：家禽：隔離試驗設施
PW10901-0038	鱸魚：魚皮：可溶性蛋白質：水產品：官能品評：胜肽：蛋白酶：吳郭魚：高靜水壓力：水產加工：膨發食品：即食產品：鱸魚
PW10901-0008	歸詢員：航前任務指派：返航任務匯報
PW10901-0010	農產品外銷：外銷潛力評估指標：互動介面分析
PW10901-0045	友善耕作：生物炭：預警監測：台灣藜
PW10901-0046	先天性免疫力：納豆真菌發酵產物：豬場：下痢：有機酸：免疫力：麥門冬：抑菌作用：抗菌胜肽：生長性能：黃耆：養豬場：育成率：改善策略：生長性能：養豬產業：育成率：黃連：保育豬：離乳仔豬：黑豬：育成率：哺育豬：心臟脂肪酸結合蛋白基因：育成率：提升：到手香：選拔
PW10901-0047	智慧農業：貯藏：智慧農業：溯源茶產業：機械：外銷主力產業：智能化管理：生產履歷：作物生長模式：茶園缺工：茶園建置與規範：省工：乘坐式採茶機：萵苣：溯源農產品：影像識別：冷鏈：結球萵苣：果實品質：鳳梨：外銷：毛豆：農業加值
PW10901-0049	暴露風險評估：策略管理：卵寄生蜂：化學農藥減量：葡萄：資訊系統：階層式評估：昆蟲飼育：拮抗菌：茶蠶：除草劑：貝萊斯芽孢桿菌：農藥減量技術模組：玫煙色棒束孢菌：高關注農藥：柑桔：擬青黴菌：協力藥效：危害權重：理化試驗：生物防治：茄子：線蟲防治藥劑：混合藥劑：檢索：荔枝細蛾：農藥：乾燥劑：大量生產：農藥減量：小黑花椿象：動物毒理試驗：水稻：番茄：荔枝：紅豆
PW10901-0015	商業模式：農業生物科技園區：生物炭：循環農業：效益評估：循環農業：農業資源交易平臺：農企業
PW10901-0017	包裝材料：綠竹廢棄物：減廢：紙漿模塑：減廢：省工：文心蘭：高空作業：果乾：文旦：光敏抗菌：澱粉：採收機：氣變包裝：乾燥技術：生理障礙：格外品：水稻：移動式高空平台：木瓜：規格化生產：抗壊血酸：直播：文旦：加工：規格生產：香蕉：廢棄物減量：蔭油醬粕：食品加工：紅龍果：商品化：農產品加工：桶柑：多酚：椪柑：副產品：類胡蘿蔔素：扦插繁殖：發酵：友善環境：雜草型紅米：種子調製處理：農產品副產物：水果披膜：甘藍：氣變包裝：熱風乾燥：葉綠素衍生物：塑膠殘膜：農產品格外品：精油：發酵：防褐變：減廢：木瓜：加值應
PG10901-0140	社會及家庭署：特殊境遇家庭生活扶助：兒童少年生活扶助：弱勢兒少緊急生活扶助：未滿2歲育兒津貼
PG10902-0130	身心障礙者：生活狀況
PW10901-0028	體型量測：蛋白水解物：基因體：立體模型：機能性胜肽：單核苷酸多態性：豬隻：產業化：無虹膜：產後泌乳困難綜合症：單核苷酸多型性：角蛋白酶：芽孢桿菌：產氣莢膜梭菌：新型多醣體佐劑：高密度單核苷酸多型性晶片：副產物：飼料添加物：角蛋白質：血小板濃厚血漿：分子醫學：佐劑技術培訓中心：仔豬：研發推廣：病原：伴侶動物產業：芽孢桿菌：全基因組關聯性分析：角蛋白質分解菌株：母豬：豬血：全基因體關聯分析：手寫辨識：無眼球李宋迷你豬：種原保存：動物飼糧：枯草桿菌：光觸媒：市場行銷：囊胚代償：無特定病原：抗菌胜肽：豬毛
PW10901-0029	生態農業：農業生態：生態系統服務：地景經營：生物多樣性：灌溉水量：社區調適能力：里山倡議：國際合作：參與式評估：永續農業：生態系統服務功能
PW10901-0027	醫療器材：迷你豬：實驗動物：膠原蛋白
PW10901-0030	人工骨粉：香螺：養殖：水產養殖：牡蠣殼：商業生態系統：尖角江珧蛤：氫氧基磷灰石：長香螺：生物相容性：生殖生物學：動物實驗
PG10901-0394	間質性膀胱炎：憂鬱症：台灣健保資料庫
PW10901-0058	擠牛乳：機器人：乳牛：智慧農業
PW10901-0051	變量噴藥技術：種植機：栽培機械：農業機械：含水率：蔬菜：策略分析：鳳梨：穴盤蔬菜：茶葉採收：採收機：葉菜：葉菜：雜糧：嫁接：專用機：除草機：落花生：省工：雜糧：無線：田間管理：省工：省工機械：鳳梨：省工：癒合：環境監控系統：設施生產：鋪植：移植機：兩段式乾燥：調查：精準農業：快速檢測：收穫：鳳梨：乘坐式：株間除草：雜糧貯藏：智能化農機：乾燥中心：葉菜：葉菜：物聯網：遙控電動車：造塊苗：種植機械：收穫機
PW10901-0055	無鹽發酵：美洲橡木：去皮技術：香蕉：米穀粉：高麗菜：法國橡木：殺菌軟袋：分析：橡木桶熟成：泡菜：快煮麵：冷凍麵糰：甜菜素：天然食用色素：苦味：穩定化：柑橘類水果：柳橙：應用
PW10901-0053	有機：農田水利：茶樹：毛豆：芝麻：小麥：燈光誘集：馬氏網：玉米：臺灣藜：糧食自給率：環境親和：緩效型肥料：防治：灌溉技術：寄生蜂：友善環境：輪作制度：螟蛾：營養管理：大豆：水旱田輪作
PW10901-0056	種傳植物病原：美國國家種子健康體系：種子健康檢查
PW10901-0057	精準管理：國際合作：家禽產品：東協國家：生產設備：畜產業：基因體選種
PW10901-0037	養殖面積：魚虎：箱網養殖：牡蠣養殖面積：水產養殖：牡蠣最佳附苗水層：中油冷排水：外來入侵種：淺海養殖：內陸養殖：牡蠣附苗預報模式：牡蠣養殖：冷水養殖模廠：四脊滑螯蝦：牡蠣苗監測
PW10901-0006	生物安全：健康管理：肉牛：恆溫核酸擴增：牛病毒性下痢病：肉牛：牛肉：牛白血病：日糧：酵素結合免疫吸附法
PW10901-0009	飼養管理技術：生產：繁殖：草食動物
PW10901-0041	庫蠓：抗藥性：人畜共通傳染病：沙氏桿菌：住院醫師：細菌：養牛場：疾病：腸球菌：大腸桿菌：氣候變遷：草食動物：牛流行熱：氣候變遷：彎曲菌：水產動物
PW10901-0042	動物傳染病檢驗機構：牛結核病：家禽流行性感冒病毒：寵物鳥：狂犬病：牛海綿狀腦病：麗沙病毒：火雞：牛型結核病：水禽：蝙蝠冠狀病毒：鴕鳥：鵪鶉
PW10901-0043	系群資源狀態：區域性漁業管理組織：大洋性魚類：資源評估
PW10901-0014	綠能設施：創新產業模式：整合技術開發：農能共享：太陽光電設施：農電(能)系統
PW10901-0059	異位性皮膚炎：伴侶動物：優良農業操作：皮膚保健：商品化：機能性飼料：商品化：艾草：草本：飼料添加物：中藥草：過敏：種原：飼料：苦參：紫蘇
PW10901-0062	氣候變遷：多時序雷達影像：棲地片段化：生物多樣性行動計畫：開放資料：森林動態：潛在植群：森林資源調查：氣候變遷：變遷偵測：動態樣區：草原植群：適應性經營：生物多樣性指標：聯合國氣候變遷綱要公約：生物多樣性國家報告：林業碳匯：崩塌地：物種保育：森林生長量與蓄積量：高山：氣候降尺度模型：溫室氣體清冊：氣候變遷：氣候變遷：台灣水青岡：保育策略：品質確保與品質管制：風險管理：國際林業機構聯合會：全球高山環境觀測研究計畫：堰塞湖：生物多樣性：溫室氣體減量及管理法：族群變動：洪水溢淹：京都議定書：物種遷移：生物多樣性
PW10901-0020	營養位階：調整策略：海洋生態：自然棲地：礁區魚類群聚：人工棲地：栽培漁業：基礎生產力：栽培漁業區
PW10901-0018	生態系統服務：生物多樣性：自然擬態：敷蓋：地景生態：土壤測定與植體分析：作物產量：液體肥料：液肥：葉面施肥：有機栽培：長期生態研究：農業長期生態系：旱芋：蘆筍：營養診斷：耕作系統：土壤資訊：設施溫室：仙草：土耕栽培：營養診斷：土壤肥力：輪作：耕作制度：草莓：農業生態系：最少耕犁：薏苡：氮肥力：包覆肥料：溫室氣體
PW10901-0019	單位努力漁獲量標準化：泛線性模式：大目鮪：黃鰭鮪：資源評估
PW10901-0064	風險管理：流行病學分析：監測技術
PW10901-0031	輪作系統：農業地景：生態系服務：公民科學：農地資源管理：資料庫：棲地偏好：生態強化：農業生態：作物制度
PW10901-0032	特定議題研究：滾動式檢討：健康食品：醫療器材：化粧品：農業副產物：跨部會溝通橋樑：農業生物經濟：法規地圖：創新研發發展
PG10902-0030	自我遷徙行為：台灣原住民：社會資源：政府就業輔導政策：生活型態
PW10902-0012	雲端平台：物聯網：作物需水量：田間配水量：水文監測：智慧灌溉
PW10901-0007	免疫調節：漁業副產物：飲水障礙：抗發炎生物製劑：貓科動物：多醣：全株利用：落葵：抗氧化：鯖魚頭：伴侶動物：皮膚保健：下泌尿道疾病：球薑
PW10901-0039	植物產品：植物：檢疫害蟲：輸入檢疫：分子鑑定：生物晶片：有害生物：dna條碼：風險評估
PW10901-0040	終止契約：重大議題：補助計畫：生產成本及效益：行政契約：蔬果運銷調節：國產生鮮農產品：損失補償：通路策略：論壇：農糧政策：有機農場：農業經營模式：市場通路
PW10901-0013	逆境：澎湖野生大豆：小米：甘藷：大豆：大豆：雜交：台灣原生山茶：品種：蕎麥：洛神葵：花生：雜交育種：自交系：莧穀：臺灣藜：玉米：香茹：紅豆：栽培技術：大豆：基礎育種材料：落花生育種：優質蛋白玉米：甘藷：輪作：水稻：山藥：澎湖決明：品種：品系試驗：育種：芋香毛豆：脂肪酸：裂莢：高油酸：單莢後裔法：仙草：地方種：組合力：玉米育種：育種：區域試驗：育種：遺傳變異：部分發酵茶：豆類：保健作物：育種：雜交育種：選育：高粱：原住民：選育：機械化採收：作物育種：樹豆：紅茶：雜交育種：植物種原保育：甘藷：茶樹：育種：育種
PW10901-0011	漏油事件：漁業：環境監測
PW10901-0012	產業分析：營養：研究前沿：知識管理：關鍵技術缺口：產業議題導向：科技決策：績效管理：科技決策：脂肪肝：策略規劃
PW10901-0044	螢光抗體血清中和試驗：狂犬病：哨兵個體：鼬獾：狂犬病：監測：狂犬病動態監測：狂犬病：鼬獾：路死動物：狂犬病診斷能力試驗：狂犬病：免疫帶：狂犬病：疫苗：食肉目動物：流行病學分析：絕對密度：狂犬病口服疫苗：公民科學：野生動物急救站：鼬獾：食肉目動物：野生動物：狂犬病：餌料
PW10901-0048	土壤品質：環境復育：土地利用改變：光電設施：土壤管理：生物多樣
PW10901-0060	多功能移動式平台結構：省工裝置：農業設施：智慧農業：結構材料：環境感測：查詢系統：數位化鑑定：成果推廣：植株高度：害蟲：警示：生理感測：智慧農業：數據加值應用：農作物：結合件：葉面積指數：葉溫：灌溉：標準化：維護：影像辨識：灌溉：多功能移動式平台結構：移動式灌溉：智慧農業：連結機構：農業設施：省工裝置：作物生長模型
PW10901-0016	品質管理：病原性：狂犬病：oie參考實驗室
PW10901-0063	芒果：熟度：荔枝：異黃酮：花生：自動化設備：超高壓技術：產銷履歷農產品：國產黑豆：冷凍蔬菜：附加價值開發：甘藍：有效日期：低褐變果汁：包捲機：高麗菜：高壓殺菌：常溫保存：水產休閒零食：食品安全：冷凍：牛樟芝：香蕉：果糕：奶油：洋蔥：百香果：甜菜根渣：餡料：保濕面膜：解凍：香蕉：諾米林：加工應用：清真驗證：香蕉：產銷鏈：高麗菜捲：黃麴毒素：冷凍乾燥：組合式加工：高壓殺菌：異硫氫酸酯：九十天餵食毒性試驗報告：檸檬苦素：全球優良農業規範：紫甘藍渣：休閒食品：飲品：品質指標：柑橘：香蕉：美白面膜：酸高麗菜：紅龍果
