PG10707-0063	智慧建築：推廣策略
PB10710-0217	視覺化程式語言：擴增實境：ar眼鏡：電腦輔助協同工作：互動輸入裝置
PB10708-3583	獨立燈絲電源：連續波磁控管：微波爐
PF10708-1776	競賽團隊：競賽學習：創意創新創業
PB10708-3565	智慧語音控制：家居自動化：智慧型手機應用程式
PB10708-3573	生物炭：土壤：食安問題：重金屬：生物有效性
PB10708-3589	氧化-還原液流電池：熱效應：紅外線熱影像技術：電池堆：全釩氧化還原液流電池
PF10708-1761	共詞分析：技術路徑依賴：自我強化機制：蘭花產業
PB10708-3592	點焊：焊接品質：動態電阻：交錯式技術
PF10708-1802	steam：pbl：3d角色動畫：運動科學：表演藝術
PA10708-1740	資訊隱藏：遮蔽圖像：隱密圖像：(不)可逆型：數位浮水印
PB10708-3626	大數據分析：資料視覺化：資料調處：關聯規則分析：集群分析
PD10708-0308	米燒酎：黑麴：白麴﹑黃麴
PB10708-3609	電動車：鋰電池：鉛酸電池：電池排列組合：鋰電池艙散熱機制
PB10708-3673	機械手臂：履帶載具：機光電整合：救援機器人
PB10708-3675	3d虛擬零售商店：蟻群最佳演算法：導航：標示：跨界資訊：擴增實境：眼球追蹤
PB10708-3650	米糠：萃取成分：發酵：應用在化妝品
PB10708-3680	奈米複合膜：親水性：滲透蒸發分離膜：高分子：無機陶瓷
PF10708-1824	運動訓練：體育班：孩童運動員：心理素質
PC10708-1897	聯合評估：早期療育：成效資料：機器學習
PC10708-1900	針灸：痛經：自主神經活性：經絡
PB10708-3726	輸出電容：電容等效電路：等效串聯電阻：等效串聯電感：輸出電壓漣波：系統穩定度
PA10708-1752	樣式辨識：晶圓等級代碼：階層式集群分析：工業4.0：相似矩陣
PB10710-0123	機率搜尋：次模性：壓縮感測：稀疏性：強化學習
PB10710-0124	適航性：驗船協會：決策實驗室評估法：網路分析法：品質機能展開法：創新管理
PB10710-0131	智能噴印系統：可撓曲奈米銀導線：自動光學檢測：最佳化製程：壓電噴墨：氬氣電漿：軟性基板
PB10710-0066	金屬連接板：双極版：熱熔射噴塗：固態氧化物燃料電池
PB10710-0078	增強型氮化鎵電晶體：氮化鎵：寬能隙：矽金氧半場效電晶體：脈沖寬度調變：電磁干擾
PF10708-1156	共享經濟：餐飲共享服務：關鍵成功因素：大數據分析：決策實驗室分析法
PC10708-1256	肝癌：非編碼rna (ncrna)：fam215a：惡性腫瘤
PE10708-0542	理學：科舉：經術：詩經
PB10708-2610	空氣汙染：相關性分析：機器學習：多變量迴歸分析：母數統計
PC10708-1355	腫瘤缺氧：腫瘤微環境：免疫治療：免疫檢查點抑制劑：pd-1抗體
PB10708-2602	鰭片：發泡金屬：不均勻加熱：熱傳：壓降
PE10708-0712	言談民族誌：語言社會化：多模態敘事：認同：國際留學生：網絡互動
PB10708-3104	含填充物之壕溝：複合法：波傳屏障：集中荷載：隔振
PB10708-3105	深度學習：大數據：白蝦：aiot：智能化養殖
PB10708-3594	醫療共享決策：個人健康紀錄：醫院資訊系統：病人為中心：行動醫療
PA10708-1738	著絲點周圍異染色質：hp1α：hp1β：類泛素化：sumo2：sumo3：piasy
PB10708-3574	光纖干涉儀：聲波感測器：感測器陣列：聲源定位
PB10708-3557	壓底機：雲端：模糊邏輯：監控
PF10708-1762	自我調整學習：群組感知：同儕協助：資料探勘
PB10708-3611	電活性聚合物：穀胱甘肽：氧化還原反應：碳糊電極
PB10708-3638	高藍光穿透：低阻抗可撓式基板：透明電極
PB10708-3642	溫度：高溫潛變模型：sn鋼材：耐火鋼
PC10708-1872	唐氏症：雙重任務訓練：動作：認知
PD10708-0309	礁膜：配子體：孢子體：種苗量產：人工養殖
PF10708-1786	治喪空間：喪禮儀式：喪禮意義：空間需求
PB10708-3685	耳鳴：混沌理論：正交分頻多工調變技術：頻譜分析
PA10708-1744	ymno3：最密六方堆積：yb1-xyxmno3：非線性光學特性：z-scan
PC10708-1883	口腔黏膜下纖維化症：periostin：檳榔：肌纖維母細胞
PB10708-3690	環境污染：噪音風險知覺：風險溝通：機場周圍居民：桃園國際機場和高雄國際航空站
PA10708-1753	胜肽：生物活性：抗病毒
PF10708-1821	事件中心性：創傷後壓力症：創傷後成長：創傷記憶
PD10708-0317	癌症：細胞凋亡：金錢薄荷：腎臟細胞株
PB10708-3729	線上編輯：壓縮：多執行緒影像處理：kvm：web worker：webgl
PB10710-0207	社會創新：社會企業：營運模式：社會投資報酬率：大學社會責任
PF10710-0194	生技醫療政策：生技產業：競爭力：基礎研究：科技創新
PC10710-0021	運動員心臟：賽前檢測：世界大學運動會：心電圖：心臟超音波：醫療數位影像傳輸協定：再塑型：人工智慧：卷積神經網路：監督式學習：非監督式學習：深度學習：強化學習：可解釋人工智慧
PA10708-1282	亞式選擇權：定價：偏微分方程式：偏積分微分方程：中央迎風格式：譜方法：算子分裂：數值邊界條件
PF10708-1150	虛擬實境：師資培育：特教教師：干擾行為：爆發行為：正向行為支持
PB10708-2383	無線供電：整流器：逆電流：穩壓器：相位邊限：穩定度
PC10708-1329	環型rna：微型rna：非編碼rna：口腔癌
PA10708-1384	岩澤流型：巴特-陳上同調：巴特-陳微分上同調：微分特征標.
PE10708-0575	克漏字：構念效度：驗證性因素分析：整體英語閱讀能力
PB10708-2925	4340合金鋼：起落架：陰極電弧沉積：tial/tialn多層膜：耐候性：耐沖蝕磨耗
PF10708-1592	會議展覽產業：人才培育：混合實境：探索式學習：教學實驗：學習成效
PB10708-3127	alfentanil：midazolam：propofol：藥效學：反應曲面模型
PB10708-3564	計算流體力學：粉煤鍋爐：煤燃燒：粉煤分佈
PF10708-1771	慢性非癌疼痛：注意力偏誤：類鴉片止痛藥：抽菸
PB10708-3586	自適應導通時間：鎖定頻率控制：電流平方模式：電源轉換器積體電路：線性直流轉換器：直流-直流電壓轉換器
PF10708-1767	自閉症類群障礙症：幼兒：情感諧調：共享式參與
PB10708-3569	健身車：主僕式：協力健身車：模糊類神經網路：非對稱式歸屬函數
PB10708-3635	功率分配器：可調整式功率分配器
PB10708-3599	營養評估：高齡：營養不良：體位測量：飲食評估
PF10708-1792	黃金價格：匯率風險：tvp-pvar模型：動態風險
PB10708-3631	台中市重劃區：住宅設計：形狀文法：空間型構：集合住宅
PC10708-1889	注意力不足過動症：青少年：自傷：自殺：維生素d：霸凌：親子關係：抽煙：飲酒
PB10708-3692	新零售：大數據：數位行銷：社群行銷
PB10708-3676	可可豆：發酵：酵母菌：乾燥：烘烤：黃烷醇：動力學
PB10708-3656	太陽熱能：製冷：吸附劑：吸附質：模型機
PB10708-3681	氣態有機污染物控制：微生物燃料電池：生物分解：產電效率：碳化技術：電極材料改質
PC10708-1895	姿勢性肩頸疼痛：肌筋膜治療：治療性伸展運動：肌肉血液循環：椎體間姿勢關聯性
PE10708-0817	英語為外國語寫作：語料庫：改錯：作文修改
PB10708-3720	西洋參：人參皂苷：奈米微乳化
PB10708-3704	振動送料機：並聯機構：並聯平台：壓電致動器
PB10708-3697	閘道器：車內通訊網路：軟硬體共同設計：flexray：can：ethernet
PB10710-0150	固態觸媒：光芬頓：高級氧化
PC10710-0016	心臟：心臟衰竭修飾因子：發育：心臟衰竭：alpk2
PB10710-0201	精準醫學：生物晶片：螢光顯微鏡：共軛焦顯微鏡：繞射極限：電漿子探針技術：近場掃描技術：奈米光學量測：原子力顯微鏡：整合分析
PB10710-0202	創新設計：tta奈米材料：醫療級空氣清淨機：二維品質模式(kano)：品質機能展開法(qfd)
PB10710-0209	糖尿病：非侵入式血糖檢測：近紅外光反射光譜量測
PB10710-0084	低功耗廣域網路：lora：lorawan：效能評估
PD10708-0210	重組人類酪胺酸酶抑制劑：化粧品美白成分：植萃
PA10708-1271	自協調函數：二階錐：平均不等式
PB10708-2409	軌道運輸：運量預測：土地使用型態：運輸系統與土地使用互動關係
PF10708-1461	素養：健保醫療資源：醫學生：醫療照護提供者：創新教學
PC10708-1671	efhd2蛋白質：癌症復發：化學治療：免疫檢查點治療：肺癌
PF10708-1770	虛擬病人：問題導向式學習：臨床思辨
PB10708-3555	調適治理：氣候變遷：河口區域：都市社區：犯洪：都市規劃：共治理論
PD10708-0307	最後成熟：應激反應：大鱗鯔：繁殖
PB10708-3581	折疊式輪椅：輔助動力輪模組
PB10708-3582	智能櫃：人臉辨識：近場通訊：ibeacon
PF10708-1797	醫病共同決策：減重手術：病人安全
PB10708-3647	社交網絡：社群商務：信任轉移理論：依附理論：互助行為：再購意願
PB10708-3618	立體造形色面積評估系統：色彩審美度：色彩感知設計：色彩調和理論：使用者介面設計
PB10708-3616	長短期記憶：雙向長短期記憶：深度學習：中文古詩：詩詞探勘：詩詞分類：字詞向量
PC10708-1876	胰腺癌：非酒精性脂肪胰疾病：胰臟腺泡導管化生：轉錄組定序
PA10708-1742	聚離子液體：合成麝香：微萃取技術：攪拌子吸附萃取法：磁性粒子固相萃取法：熱脫附-氣相層析質譜儀：高效能液相層析儀
PB10708-3658	非破壞檢測：電阻式應變計：結構安全監測：感測器網路：跨領域整合
PF10708-1805	影視作品：文創產業：戲劇節目：接受度：影響
PE10708-0812	改作：粉絲社群：參與文化：鳩摩羅什：語內翻譯
PB10708-3669	銅線：眼模：伸線：力矩：圓環
PB10708-3722	物件導向程式設計：線上測驗：程式設計實作：線上程式編輯：集群分析
PB10708-3732	關鍵詞：led燈：色溫：照度：演色性：滿意度
PD10708-0316	植物：固碳：熏氣：滯塵
PE10708-0819	社區劇場：社區營造：紀錄劇場：政治劇場：麵包傀儡劇團：大開劇團：大家船
PB10708-3695	工業4.0：物聯網：工業物聯網：控制器
PA10708-1750	移柵動畫：遊戲模組：個人化：顯示科技
PB10708-3707	重金屬：微生物：馴化：生物吸附
PB10710-0203	語音轉文字：自然語言知識萃取：模型驅動軟體：企業流程優化：智慧erp
PB10710-0067	滑坡：崩積土：極限分析：人工智慧：最佳化
PB10710-0057	葉用枸杞：超臨界流體：清除dpph 自由基能力：酪胺酸酵素
PB10708-2391	鋰電池：矽鍺基負極材料：鋰化動力學：第一原理計算：分子動力學模擬：材料計算模擬
PF10708-1151	協作式教學領導：素養導向教學：教育行政機構
PB10708-3022	晶圓製造：單片多反應室機台：產能規劃：生產排程
PF10708-1535	失智老人：溝通訓練：情境模擬數位平台：團體情境模擬：護生：護理人員：照顧服務員
PF10708-1516	遊戲式學習：親子共學：親子共玩：數學學習：性別差異：兒童年齡：遊戲者互動模式
PA10710-0018	無色聚醯亞胺：脂環族二酸酐：軟性印刷電路板
PE10708-0803	擴增實境：英語學習：互動學習環境
PF10708-1765	延伸型整合性科技接受模式：互動式電子書：社區衛生教育
PB10708-3575	高齡社會：長照產業：物聯網：健康促進：智慧生活：場域驗證
PB10708-3590	厭好氧活性污泥程序：生物除磷：補充碳源：族群結構：磷有機物比
PB10708-3593	中醫方劑甘露飲：口腔三維細胞組織培養：放射線治療：口腔黏膜發炎
PB10708-3613	健康促進：服務品質：神迷理論：魅力品質創造：行為意向模型
PB10708-3614	畜舍管理：物聯網：擴增實境：室內定位技術：電腦視覺：影像深度學習：影訊監控
PB10708-3627	深度學習：單射多盒偵測器：卷積類神經網路：影像處理：影像辨識
PF10708-1780	應收帳款承購：反向應收帳款承購：供應鏈金融：文創產業
PC10708-1884	巨噬細胞：極化：幼年型：類風溼性關節炎：生物標記
PB10708-3671	鱸魚副產物：蛋白質水解物：膽酸：微胞
PC10708-1885	糖尿病：論質計酬計畫：原住民健康：健康不平等
PB10708-3651	催化劑：奈米金粒子：磷酸鋯：有機矽烷：對-硝基苯酚
PF10708-1808	公共自行車：空氣品質：建成環境：社會心理：開放資料
PF10708-1825	醫學教育：模擬教學：達文西手術：外科手術：腹腔鏡：外科教育
PB10708-3701	多天線陣列：多頻：通道容量
PF10708-1822	隘寮溪：水圳生態旅遊：水圳故事：生態遊程
PF10708-1830	土壤液化：特徵價格法：差異中的差異法：風險貼水
